code,name,:LABEL
E01000792,Bromley 032C,LSOA
E01000793,Bromley 032D,LSOA
E01000794,Bromley 035E,LSOA
E01000795,Bromley 032E,LSOA
E01000796,Bromley 009C,LSOA
E01000797,Bromley 013E,LSOA
E01000798,Bromley 009D,LSOA
E01000799,Bromley 004A,LSOA
E01000800,Bromley 009E,LSOA
E01000801,Bromley 015E,LSOA
E01000802,Bromley 004B,LSOA
E01000803,Bromley 004C,LSOA
E01000804,Bromley 004D,LSOA
E01000805,Bromley 004E,LSOA
E01000806,Bromley 009F,LSOA
E01000807,Bromley 022C,LSOA
E01000808,Bromley 025A,LSOA
E01000809,Bromley 022D,LSOA
E01000810,Bromley 025B,LSOA
E01000811,Bromley 025C,LSOA
E01000812,Bromley 028D,LSOA
E01000813,Bromley 025D,LSOA
E01000814,Bromley 028E,LSOA
E01000815,Bromley 025E,LSOA
E01000816,Bromley 040A,LSOA
E01000818,Bromley 040B,LSOA
E01000819,Bromley 040C,LSOA
E01000820,Bromley 008C,LSOA
E01000822,Bromley 008D,LSOA
E01000823,Bromley 008E,LSOA
E01000824,Bromley 008F,LSOA
E01000825,Bromley 008G,LSOA
E01000826,Bromley 021A,LSOA
E01000827,Bromley 021B,LSOA
E01000828,Bromley 011E,LSOA
E01000829,Bromley 018E,LSOA
E01000830,Bromley 021C,LSOA
E01000831,Bromley 021D,LSOA
E01000832,Bromley 030A,LSOA
E01000833,Bromley 021E,LSOA
E01000834,Bromley 027E,LSOA
E01000835,Bromley 030B,LSOA
E01000836,Bromley 030C,LSOA
E01000837,Bromley 030D,LSOA
E01000838,Bromley 030E,LSOA
E01000839,Bromley 030F,LSOA
E01000840,Bromley 030G,LSOA
E01000841,Bromley 030H,LSOA
E01000842,Camden 011A,LSOA
E01000843,Camden 014A,LSOA
E01000844,Camden 011B,LSOA
E01000845,Camden 014B,LSOA
E01000846,Camden 014C,LSOA
E01000847,Camden 014D,LSOA
E01000848,Camden 011C,LSOA
E01000849,Camden 011D,LSOA
E01000850,Camden 026A,LSOA
E01000851,Camden 026B,LSOA
E01000853,Camden 029H,LSOA
E01000855,Camden 028A,LSOA
E01000856,Camden 019A,LSOA
E01000857,Camden 018A,LSOA
E01000858,Camden 018B,LSOA
E01000859,Camden 018C,LSOA
E01000860,Camden 018D,LSOA
E01000861,Camden 019B,LSOA
E01000862,Camden 018E,LSOA
E01000863,Camden 021A,LSOA
E01000866,Camden 009A,LSOA
E01000867,Camden 015C,LSOA
E01000868,Camden 015D,LSOA
E01000869,Camden 015E,LSOA
E01000870,Camden 009B,LSOA
E01000871,Camden 005A,LSOA
E01000872,Camden 005B,LSOA
E01000873,Camden 005C,LSOA
E01000874,Camden 005D,LSOA
E01000875,Camden 013A,LSOA
E01000876,Camden 013B,LSOA
E01000877,Camden 005E,LSOA
E01000878,Camden 004A,LSOA
E01000879,Camden 004B,LSOA
E01000880,Camden 004C,LSOA
E01000881,Camden 008A,LSOA
E01000882,Camden 008B,LSOA
E01000883,Camden 008C,LSOA
E01000884,Camden 004D,LSOA
E01000885,Camden 004E,LSOA
E01000886,Camden 006A,LSOA
E01000887,Camden 006B,LSOA
E01000888,Camden 006C,LSOA
E01000889,Camden 007A,LSOA
E01000890,Camden 007B,LSOA
E01000891,Camden 007C,LSOA
E01000892,Camden 006D,LSOA
E01000893,Camden 002A,LSOA
E01000894,Camden 002B,LSOA
E01000895,Camden 002C,LSOA
E01000896,Camden 002D,LSOA
E01000897,Camden 008D,LSOA
E01000898,Camden 008E,LSOA
E01000899,Camden 002E,LSOA
E01000900,Camden 012A,LSOA
E01000901,Camden 007D,LSOA
E01000902,Camden 012B,LSOA
E01000903,Camden 006E,LSOA
E01000904,Camden 012C,LSOA
E01000905,Camden 012D,LSOA
E01000906,Camden 012E,LSOA
E01000907,Camden 001A,LSOA
E01000908,Camden 001B,LSOA
E01000909,Camden 001C,LSOA
E01000910,Camden 003A,LSOA
E01000911,Camden 003B,LSOA
E01000912,Camden 001D,LSOA
E01000913,Camden 001E,LSOA
E01000914,Camden 028B,LSOA
E01000915,Camden 027A,LSOA
E01000916,Camden 027B,LSOA
E01000917,Camden 027C,LSOA
E01000918,Camden 028C,LSOA
E01000919,Camden 028D,LSOA
E01000920,Camden 027D,LSOA
E01000921,Camden 003C,LSOA
E01000922,Camden 007E,LSOA
E01000923,Camden 003D,LSOA
E01000924,Camden 009C,LSOA
E01000925,Camden 009D,LSOA
E01000926,Camden 009E,LSOA
E01000927,Camden 007F,LSOA
E01000928,Camden 003E,LSOA
E01000929,Camden 020A,LSOA
E01000930,Camden 020B,LSOA
E01000931,Camden 013C,LSOA
E01000932,Camden 013D,LSOA
E01000933,Camden 020C,LSOA
E01000934,Camden 020D,LSOA
E01000935,Camden 020E,LSOA
E01000937,Camden 029G,LSOA
E01000938,Camden 029A,LSOA
E01000939,Camden 029B,LSOA
E01000941,Camden 029D,LSOA
E01000942,Camden 029C,LSOA
E01000943,Camden 029F,LSOA
E01000944,Camden 023A,LSOA
E01000946,Camden 021B,LSOA
E01000947,Camden 021C,LSOA
E01000948,Camden 021D,LSOA
E01000949,Camden 023C,LSOA
E01000951,Camden 023E,LSOA
E01000952,Camden 022A,LSOA
E01000954,Camden 022C,LSOA
E01000955,Camden 022D,LSOA
E01000956,Camden 022E,LSOA
E01000957,Camden 019C,LSOA
E01000958,Camden 019D,LSOA
E01000959,Camden 019E,LSOA
E01000960,Camden 017A,LSOA
E01000961,Camden 017B,LSOA
E01000962,Camden 016A,LSOA
E01000963,Camden 017C,LSOA
E01000964,Camden 016B,LSOA
E01000965,Camden 016C,LSOA
E01000966,Camden 016D,LSOA
E01000967,Camden 017D,LSOA
E01000968,Camden 016E,LSOA
E01000969,Camden 010A,LSOA
E01000970,Camden 010B,LSOA
E01000971,Camden 010C,LSOA
E01000972,Camden 010D,LSOA
E01000973,Camden 010E,LSOA
E01000974,Camden 013E,LSOA
E01000975,Croydon 022A,LSOA
E01000976,Croydon 022B,LSOA
E01000977,Croydon 022C,LSOA
E01000978,Croydon 022D,LSOA
E01000979,Croydon 022E,LSOA
E01000980,Croydon 017A,LSOA
E01000981,Croydon 017B,LSOA
E01000982,Croydon 017C,LSOA
E01000983,Croydon 017D,LSOA
E01000984,Croydon 022F,LSOA
E01000985,Croydon 021A,LSOA
E01000986,Croydon 021B,LSOA
E01000987,Croydon 021C,LSOA
E01000989,Croydon 018A,LSOA
E01000990,Croydon 045A,LSOA
E01000991,Croydon 018B,LSOA
E01000992,Croydon 014A,LSOA
E01000993,Croydon 021D,LSOA
E01000994,Croydon 009A,LSOA
E01000995,Croydon 009B,LSOA
E01000996,Croydon 009C,LSOA
E01000997,Croydon 009D,LSOA
E01000998,Croydon 010A,LSOA
E01000999,Croydon 009E,LSOA
E01001000,Croydon 010B,LSOA
E01001001,Croydon 013A,LSOA
E01001002,Croydon 009F,LSOA
E01001003,Croydon 010C,LSOA
E01001004,Croydon 015A,LSOA
E01001005,Croydon 019A,LSOA
E01001006,Croydon 016A,LSOA
E01001007,Croydon 016B,LSOA
E01001008,Croydon 019B,LSOA
E01001009,Croydon 019C,LSOA
E01001010,Croydon 019D,LSOA
E01001011,Croydon 019E,LSOA
E01001012,Croydon 020A,LSOA
E01001013,Croydon 020B,LSOA
E01001015,Croydon 041A,LSOA
E01001016,Croydon 041B,LSOA
E01001017,Croydon 043A,LSOA
E01001018,Croydon 044A,LSOA
E01001019,Croydon 044B,LSOA
E01001020,Croydon 044C,LSOA
E01001021,Croydon 044D,LSOA
E01001022,Croydon 044E,LSOA
E01001023,Croydon 041C,LSOA
E01001024,Croydon 043B,LSOA
E01001025,Croydon 043C,LSOA
E01001026,Croydon 043D,LSOA
E01001027,Croydon 043E,LSOA
E01001028,Croydon 038A,LSOA
E01001029,Croydon 038B,LSOA
E01001030,Croydon 038C,LSOA
E01001031,Croydon 038D,LSOA
E01001032,Croydon 035A,LSOA
E01001033,Croydon 031A,LSOA
E01001034,Croydon 031B,LSOA
E01001035,Croydon 047C,LSOA
E01001036,Croydon 029A,LSOA
E01001037,Croydon 029B,LSOA
E01001038,Croydon 029C,LSOA
E01001039,Croydon 029D,LSOA
E01001040,Croydon 029E,LSOA
E01001041,Croydon 031C,LSOA
E01001042,Croydon 024B,LSOA
E01001044,Croydon 023A,LSOA
E01001046,Croydon 023B,LSOA
E01001047,Croydon 047A,LSOA
E01001049,Croydon 023C,LSOA
E01001050,Croydon 023D,LSOA
E01001051,Croydon 030A,LSOA
E01001052,Croydon 030B,LSOA
E01001053,Croydon 032A,LSOA
E01001054,Croydon 030C,LSOA
E01001055,Croydon 032B,LSOA
E01001056,Croydon 030D,LSOA
E01001057,Croydon 030E,LSOA
E01001058,Croydon 034A,LSOA
E01001059,Croydon 034B,LSOA
E01001060,Croydon 034C,LSOA
E01001061,Croydon 034D,LSOA
E01001062,Croydon 026A,LSOA
E01001063,Croydon 026B,LSOA
E01001064,Croydon 026C,LSOA
E01001065,Croydon 034E,LSOA
E01001066,Croydon 034F,LSOA
E01001067,Croydon 041D,LSOA
E01001068,Croydon 042A,LSOA
E01001069,Croydon 040A,LSOA
E01001070,Croydon 040B,LSOA
E01001071,Croydon 042B,LSOA
E01001072,Croydon 042C,LSOA
E01001073,Croydon 037A,LSOA
E01001074,Croydon 041E,LSOA
E01001075,Croydon 040C,LSOA
E01001076,Croydon 036A,LSOA
E01001077,Croydon 032C,LSOA
E01001078,Croydon 032D,LSOA
E01001079,Croydon 036B,LSOA
E01001080,Croydon 036C,LSOA
E01001081,Croydon 036D,LSOA
E01001082,Croydon 032E,LSOA
E01001083,Croydon 003A,LSOA
E01001084,Croydon 002A,LSOA
E01001085,Croydon 004A,LSOA
E01001086,Croydon 003B,LSOA
E01001087,Croydon 003C,LSOA
E01001088,Croydon 004B,LSOA
E01001089,Croydon 004C,LSOA
E01001090,Croydon 004D,LSOA
E01001091,Croydon 004E,LSOA
E01001092,Croydon 037B,LSOA
E01001093,Croydon 037C,LSOA
E01001094,Croydon 038E,LSOA
E01001095,Croydon 031D,LSOA
E01001096,Croydon 037D,LSOA
E01001097,Croydon 037E,LSOA
E01001098,Croydon 037F,LSOA
E01001099,Croydon 040D,LSOA
E01001100,Croydon 031E,LSOA
E01001101,Croydon 035B,LSOA
E01001102,Croydon 035C,LSOA
E01001103,Croydon 039A,LSOA
E01001104,Croydon 042D,LSOA
E01001105,Croydon 039B,LSOA
E01001106,Croydon 039C,LSOA
E01001107,Croydon 035D,LSOA
E01001108,Croydon 035E,LSOA
E01001109,Croydon 013B,LSOA
E01001110,Croydon 020D,LSOA
E01001111,Croydon 010D,LSOA
E01001112,Croydon 013C,LSOA
E01001113,Croydon 013D,LSOA
E01001114,Croydon 013E,LSOA
E01001115,Croydon 015B,LSOA
E01001116,Croydon 013F,LSOA
E01001118,Croydon 020E,LSOA
E01001119,Croydon 034G,LSOA
E01001120,Croydon 033A,LSOA
E01001121,Croydon 039D,LSOA
E01001122,Croydon 033B,LSOA
E01001123,Croydon 033C,LSOA
E01001124,Croydon 033D,LSOA
E01001125,Croydon 033E,LSOA
E01001126,Croydon 034H,LSOA
E01001127,Croydon 025A,LSOA
E01001128,Croydon 025B,LSOA
E01001129,Croydon 026D,LSOA
E01001130,Croydon 025C,LSOA
E01001131,Croydon 018C,LSOA
E01001132,Croydon 018D,LSOA
E01001133,Croydon 026E,LSOA
E01001134,Croydon 018E,LSOA
E01001135,Croydon 025D,LSOA
E01001136,Croydon 007A,LSOA
E01001137,Croydon 001A,LSOA
E01001138,Croydon 001B,LSOA
E01001139,Croydon 007B,LSOA
E01001140,Croydon 007C,LSOA
E01001141,Croydon 008A,LSOA
E01001142,Croydon 007D,LSOA
E01001143,Croydon 008B,LSOA
E01001144,Croydon 007E,LSOA
E01001145,Croydon 008C,LSOA
E01001146,Croydon 006A,LSOA
E01001147,Croydon 005A,LSOA
E01001148,Croydon 005B,LSOA
E01001149,Croydon 006B,LSOA
E01001150,Croydon 006C,LSOA
E01001151,Croydon 005C,LSOA
E01001152,Croydon 005D,LSOA
E01001153,Croydon 006D,LSOA
E01001154,Croydon 006E,LSOA
E01001155,Croydon 010E,LSOA
E01001156,Croydon 001C,LSOA
E01001157,Croydon 002B,LSOA
E01001158,Croydon 005E,LSOA
E01001159,Croydon 002C,LSOA
E01001160,Croydon 002D,LSOA
E01001161,Croydon 003D,LSOA
E01001162,Croydon 001D,LSOA
E01001163,Croydon 002E,LSOA
E01001164,Croydon 001E,LSOA
E01001165,Croydon 024C,LSOA
E01001166,Croydon 024D,LSOA
E01001167,Croydon 028A,LSOA
E01001168,Croydon 024E,LSOA
E01001169,Croydon 028B,LSOA
E01001170,Croydon 047D,LSOA
E01001171,Croydon 028C,LSOA
E01001172,Croydon 028D,LSOA
E01001173,Croydon 028E,LSOA
E01001174,Croydon 011A,LSOA
E01001175,Croydon 011B,LSOA
E01001176,Croydon 011C,LSOA
E01001177,Croydon 016C,LSOA
E01001178,Croydon 015D,LSOA
E01001179,Croydon 016D,LSOA
E01001180,Croydon 016E,LSOA
E01001181,Croydon 015E,LSOA
E01001182,Croydon 011D,LSOA
E01001183,Croydon 011E,LSOA
E01001184,Croydon 011F,LSOA
E01001185,Croydon 014B,LSOA
E01001186,Croydon 014C,LSOA
E01001187,Croydon 017E,LSOA
E01001188,Croydon 014D,LSOA
E01001189,Croydon 045B,LSOA
E01001190,Croydon 045C,LSOA
E01001191,Croydon 008D,LSOA
E01001192,Croydon 008E,LSOA
E01001193,Croydon 014E,LSOA
E01001194,Croydon 045D,LSOA
E01001195,Ealing 021A,LSOA
E01001196,Ealing 015A,LSOA
E01001197,Ealing 021B,LSOA
E01001198,Ealing 021C,LSOA
E01001199,Ealing 021D,LSOA
E01001200,Ealing 025A,LSOA
E01001201,Ealing 025B,LSOA
E01001202,Ealing 025C,LSOA
E01001203,Ealing 025D,LSOA
E01001204,Ealing 018A,LSOA
E01001205,Ealing 018B,LSOA
E01001206,Ealing 018C,LSOA
E01001207,Ealing 018D,LSOA
E01001208,Ealing 018E,LSOA
E01001209,Ealing 013A,LSOA
E01001210,Ealing 016A,LSOA
E01001211,Ealing 013B,LSOA
E01001212,Ealing 018F,LSOA
E01001213,Ealing 023A,LSOA
E01001214,Ealing 023B,LSOA
E01001215,Ealing 023C,LSOA
E01001216,Ealing 023D,LSOA
E01001217,Ealing 014A,LSOA
E01001218,Ealing 012A,LSOA
E01001219,Ealing 029A,LSOA
E01001220,Ealing 029B,LSOA
E01001223,Ealing 041B,LSOA
E01001224,Ealing 019B,LSOA
E01001225,Ealing 041A,LSOA
E01001226,Ealing 019C,LSOA
E01001227,Ealing 019D,LSOA
E01001228,Ealing 019E,LSOA
E01001229,Ealing 031A,LSOA
E01001230,Ealing 031B,LSOA
E01001231,Ealing 027A,LSOA
E01001232,Ealing 031C,LSOA
E01001233,Ealing 031D,LSOA
E01001234,Ealing 027B,LSOA
E01001235,Ealing 042D,LSOA
E01001236,Ealing 042C,LSOA
E01001237,Ealing 031E,LSOA
E01001239,Ealing 015C,LSOA
E01001240,Ealing 024A,LSOA
E01001241,Ealing 024B,LSOA
E01001242,Ealing 024C,LSOA
E01001243,Ealing 024D,LSOA
E01001244,Ealing 024E,LSOA
E01001245,Ealing 024F,LSOA
E01001246,Ealing 015D,LSOA
E01001247,Ealing 015E,LSOA
E01001248,Ealing 035A,LSOA
E01001249,Ealing 028A,LSOA
E01001250,Ealing 028B,LSOA
E01001251,Ealing 030A,LSOA
E01001252,Ealing 030B,LSOA
E01001253,Ealing 030C,LSOA
E01001254,Ealing 030D,LSOA
E01001255,Ealing 028C,LSOA
E01001257,Ealing 008A,LSOA
E01001258,Ealing 010B,LSOA
E01001259,Ealing 014B,LSOA
E01001260,Ealing 012B,LSOA
E01001261,Ealing 012C,LSOA
E01001262,Ealing 010C,LSOA
E01001263,Ealing 010D,LSOA
E01001264,Ealing 010E,LSOA
E01001265,Ealing 006A,LSOA
E01001266,Ealing 006B,LSOA
E01001267,Ealing 006C,LSOA
E01001268,Ealing 012D,LSOA
E01001269,Ealing 001A,LSOA
E01001270,Ealing 004A,LSOA
E01001271,Ealing 001B,LSOA
E01001272,Ealing 006D,LSOA
E01001273,Ealing 041C,LSOA
E01001274,Ealing 041E,LSOA
E01001275,Ealing 041D,LSOA
E01001276,Ealing 011A,LSOA
E01001277,Ealing 011B,LSOA
E01001278,Ealing 011C,LSOA
E01001279,Ealing 013C,LSOA
E01001280,Ealing 011D,LSOA
E01001281,Ealing 013D,LSOA
E01001282,Ealing 016B,LSOA
E01001283,Ealing 016C,LSOA
E01001284,Ealing 022A,LSOA
E01001285,Ealing 016D,LSOA
E01001286,Ealing 016E,LSOA
E01001287,Ealing 016F,LSOA
E01001288,Ealing 022B,LSOA
E01001289,Ealing 022C,LSOA
E01001290,Ealing 022D,LSOA
E01001291,Ealing 014C,LSOA
E01001292,Ealing 014D,LSOA
E01001293,Ealing 014E,LSOA
E01001294,Ealing 017A,LSOA
E01001295,Ealing 017B,LSOA
E01001296,Ealing 017C,LSOA
E01001297,Ealing 017D,LSOA
E01001298,Ealing 017E,LSOA
E01001299,Ealing 035B,LSOA
E01001300,Ealing 039A,LSOA
E01001301,Ealing 039B,LSOA
E01001302,Ealing 039C,LSOA
E01001303,Ealing 032A,LSOA
E01001304,Ealing 039D,LSOA
E01001305,Ealing 035C,LSOA
E01001306,Ealing 035D,LSOA
E01001307,Ealing 002A,LSOA
E01001308,Ealing 002B,LSOA
E01001309,Ealing 001C,LSOA
E01001310,Ealing 001D,LSOA
E01001311,Ealing 001E,LSOA
E01001312,Ealing 002C,LSOA
E01001313,Ealing 002D,LSOA
E01001314,Ealing 002E,LSOA
E01001315,Ealing 003A,LSOA
E01001316,Ealing 003B,LSOA
E01001317,Ealing 003C,LSOA
E01001318,Ealing 003D,LSOA
E01001319,Ealing 004B,LSOA
E01001320,Ealing 003E,LSOA
E01001321,Ealing 003F,LSOA
E01001322,Ealing 004C,LSOA
E01001323,Ealing 004D,LSOA
E01001324,Ealing 008B,LSOA
E01001325,Ealing 009A,LSOA
E01001326,Ealing 008C,LSOA
E01001327,Ealing 009B,LSOA
E01001328,Ealing 009C,LSOA
E01001329,Ealing 009D,LSOA
E01001330,Ealing 008D,LSOA
E01001331,Ealing 009E,LSOA
E01001332,Ealing 008E,LSOA
E01001333,Ealing 038A,LSOA
E01001334,Ealing 029C,LSOA
E01001335,Ealing 038B,LSOA
E01001336,Ealing 038C,LSOA
E01001337,Ealing 029D,LSOA
E01001338,Ealing 029E,LSOA
E01001339,Ealing 029F,LSOA
E01001340,Ealing 029G,LSOA
E01001341,Ealing 005A,LSOA
E01001342,Ealing 005B,LSOA
E01001343,Ealing 005C,LSOA
E01001344,Ealing 007A,LSOA
E01001345,Ealing 005D,LSOA
E01001346,Ealing 007B,LSOA
E01001347,Ealing 007C,LSOA
E01001348,Ealing 007D,LSOA
E01001349,Ealing 006E,LSOA
E01001350,Ealing 027C,LSOA
E01001351,Ealing 025E,LSOA
E01001352,Ealing 027D,LSOA
E01001353,Ealing 033A,LSOA
E01001354,Ealing 027E,LSOA
E01001355,Ealing 033B,LSOA
E01001356,Ealing 033C,LSOA
E01001357,Ealing 033D,LSOA
E01001358,Ealing 033E,LSOA
E01001359,Ealing 026A,LSOA
E01001360,Ealing 026B,LSOA
E01001361,Ealing 023E,LSOA
E01001362,Ealing 026C,LSOA
E01001363,Ealing 026D,LSOA
E01001364,Ealing 026E,LSOA
E01001365,Ealing 026F,LSOA
E01001366,Ealing 044C,LSOA
E01001367,Ealing 043B,LSOA
E01001368,Ealing 044D,LSOA
E01001369,Ealing 038D,LSOA
E01001370,Ealing 044A,LSOA
E01001371,Ealing 044B,LSOA
E01001372,Ealing 043C,LSOA
E01001373,Ealing 043A,LSOA
E01001374,Ealing 040A,LSOA
E01001375,Ealing 034A,LSOA
E01001376,Ealing 040B,LSOA
E01001377,Ealing 034B,LSOA
E01001379,Ealing 034C,LSOA
E01001380,Ealing 040C,LSOA
E01001381,Ealing 034D,LSOA
E01001382,Ealing 032B,LSOA
E01001383,Ealing 028D,LSOA
E01001384,Ealing 032C,LSOA
E01001385,Ealing 032D,LSOA
E01001386,Ealing 031F,LSOA
E01001387,Ealing 032E,LSOA
E01001388,Ealing 028E,LSOA
E01001389,Ealing 028F,LSOA
E01001390,Enfield 036A,LSOA
E01001391,Enfield 036B,LSOA
E01001392,Enfield 032A,LSOA
E01001393,Enfield 036C,LSOA
E01001394,Enfield 035A,LSOA
E01001395,Enfield 035B,LSOA
E01001396,Enfield 036D,LSOA
E01001397,Enfield 035C,LSOA
E01001398,Enfield 021A,LSOA
E01001399,Enfield 021B,LSOA
E01001400,Enfield 021C,LSOA
E01001401,Enfield 016A,LSOA
E01001402,Enfield 021D,LSOA
E01001403,Enfield 021E,LSOA
E01001404,Enfield 026A,LSOA
E01001405,Enfield 015A,LSOA
E01001406,Enfield 015B,LSOA
E01001407,Enfield 005A,LSOA
E01001408,Enfield 004A,LSOA
E01001409,Enfield 005B,LSOA
E01001410,Enfield 005C,LSOA
E01001411,Enfield 004B,LSOA
E01001412,Enfield 004C,LSOA
E01001413,Enfield 004D,LSOA
E01001414,Enfield 004E,LSOA
E01001415,Enfield 011A,LSOA
E01001416,Enfield 013A,LSOA
E01001417,Enfield 011B,LSOA
E01001418,Enfield 011C,LSOA
E01001419,Enfield 020A,LSOA
E01001420,Enfield 020B,LSOA
E01001421,Enfield 020C,LSOA
E01001422,Enfield 011D,LSOA
E01001423,Enfield 027A,LSOA
E01001424,Enfield 030A,LSOA
E01001425,Enfield 027B,LSOA
E01001426,Enfield 030B,LSOA
E01001427,Enfield 030C,LSOA
E01001428,Enfield 027C,LSOA
E01001429,Enfield 030D,LSOA
E01001430,Enfield 030E,LSOA
E01001431,Enfield 033A,LSOA
E01001432,Enfield 033B,LSOA
E01001433,Enfield 007A,LSOA
E01001434,Enfield 007B,LSOA
E01001435,Enfield 007C,LSOA
E01001436,Enfield 007D,LSOA
E01001437,Enfield 014A,LSOA
E01001438,Enfield 007E,LSOA
E01001439,Enfield 006A,LSOA
E01001440,Enfield 012A,LSOA
E01001441,Enfield 006B,LSOA
E01001442,Enfield 002A,LSOA
E01001444,Enfield 001A,LSOA
E01001445,Enfield 003B,LSOA
E01001446,Enfield 001B,LSOA
E01001447,Enfield 003C,LSOA
E01001448,Enfield 003D,LSOA
E01001449,Enfield 003E,LSOA
E01001450,Enfield 015C,LSOA
E01001451,Enfield 017A,LSOA
E01001452,Enfield 017B,LSOA
E01001453,Enfield 017C,LSOA
E01001454,Enfield 017D,LSOA
E01001455,Enfield 021F,LSOA
E01001456,Enfield 022A,LSOA
E01001457,Enfield 010A,LSOA
E01001458,Enfield 037A,LSOA
E01001459,Enfield 024A,LSOA
E01001460,Enfield 024B,LSOA
E01001461,Enfield 027D,LSOA
E01001462,Enfield 024C,LSOA
E01001463,Enfield 031A,LSOA
E01001464,Enfield 027E,LSOA
E01001465,Enfield 031B,LSOA
E01001466,Enfield 031C,LSOA
E01001467,Enfield 031D,LSOA
E01001468,Enfield 010B,LSOA
E01001469,Enfield 008A,LSOA
E01001470,Enfield 013B,LSOA
E01001471,Enfield 010C,LSOA
E01001472,Enfield 010D,LSOA
E01001473,Enfield 013C,LSOA
E01001474,Enfield 010E,LSOA
E01001475,Enfield 013D,LSOA
E01001476,Enfield 018A,LSOA
E01001477,Enfield 018B,LSOA
E01001478,Enfield 016B,LSOA
E01001479,Enfield 023A,LSOA
E01001480,Enfield 024D,LSOA
E01001481,Enfield 018C,LSOA
E01001482,Enfield 023B,LSOA
E01001483,Enfield 025A,LSOA
E01001484,Enfield 016C,LSOA
E01001485,Enfield 025B,LSOA
E01001486,Enfield 025C,LSOA
E01001487,Enfield 023C,LSOA
E01001488,Enfield 024E,LSOA
E01001489,Enfield 023D,LSOA
E01001491,Enfield 023E,LSOA
E01001492,Enfield 025E,LSOA
E01001493,Enfield 026B,LSOA
E01001494,Enfield 026C,LSOA
E01001495,Enfield 029A,LSOA
E01001496,Enfield 026D,LSOA
E01001497,Enfield 031E,LSOA
E01001498,Enfield 029B,LSOA
E01001499,Enfield 031F,LSOA
E01001500,Enfield 035D,LSOA
E01001501,Enfield 036E,LSOA
E01001502,Enfield 018D,LSOA
E01001503,Enfield 018E,LSOA
E01001504,Enfield 012B,LSOA
E01001505,Enfield 012C,LSOA
E01001507,Enfield 012D,LSOA
E01001508,Enfield 012E,LSOA
E01001509,Enfield 014C,LSOA
E01001511,Enfield 016D,LSOA
E01001512,Enfield 015D,LSOA
E01001513,Enfield 012F,LSOA
E01001514,Enfield 016E,LSOA
E01001515,Enfield 015E,LSOA
E01001516,Enfield 005D,LSOA
E01001517,Enfield 006C,LSOA
E01001518,Enfield 016F,LSOA
E01001520,Enfield 019A,LSOA
E01001521,Enfield 028A,LSOA
E01001522,Enfield 019B,LSOA
E01001523,Enfield 019C,LSOA
E01001524,Enfield 019D,LSOA
E01001525,Enfield 020E,LSOA
E01001526,Enfield 019E,LSOA
E01001527,Enfield 036F,LSOA
E01001528,Enfield 032B,LSOA
E01001529,Enfield 032C,LSOA
E01001530,Enfield 032D,LSOA
E01001531,Enfield 028B,LSOA
E01001532,Enfield 028C,LSOA
E01001533,Enfield 028D,LSOA
E01001534,Enfield 032E,LSOA
E01001535,Enfield 028E,LSOA
E01001536,Enfield 008B,LSOA
E01001537,Enfield 005E,LSOA
E01001538,Enfield 009A,LSOA
E01001539,Enfield 009B,LSOA
E01001540,Enfield 008C,LSOA
E01001541,Enfield 008D,LSOA
E01001542,Enfield 008E,LSOA
E01001543,Enfield 009C,LSOA
E01001544,Enfield 009D,LSOA
E01001545,Enfield 002B,LSOA
E01001546,Enfield 001C,LSOA
E01001547,Enfield 002C,LSOA
E01001548,Enfield 002D,LSOA
E01001549,Enfield 006D,LSOA
E01001550,Enfield 006E,LSOA
E01001551,Enfield 002E,LSOA
E01001552,Enfield 001D,LSOA
E01001553,Enfield 037B,LSOA
E01001554,Enfield 037C,LSOA
E01001555,Enfield 033C,LSOA
E01001556,Enfield 035E,LSOA
E01001557,Enfield 033D,LSOA
E01001558,Enfield 033E,LSOA
E01001559,Enfield 033F,LSOA
E01001560,Enfield 035F,LSOA
E01001562,Enfield 037D,LSOA
E01001563,Enfield 029C,LSOA
E01001564,Enfield 022B,LSOA
E01001565,Enfield 029D,LSOA
E01001566,Enfield 029E,LSOA
E01001567,Enfield 022C,LSOA
E01001568,Enfield 022D,LSOA
E01001569,Enfield 022E,LSOA
E01001570,Enfield 026E,LSOA
E01001571,Greenwich 008A,LSOA
E01001572,Greenwich 008B,LSOA
E01001573,Greenwich 008C,LSOA
E01001574,Greenwich 008D,LSOA
E01001575,Greenwich 003A,LSOA
E01001576,Greenwich 003B,LSOA
E01001577,Greenwich 003C,LSOA
E01001578,Greenwich 003D,LSOA
E01001579,Greenwich 003E,LSOA
E01001580,Greenwich 021A,LSOA
E01001581,Greenwich 016A,LSOA
E01001582,Greenwich 021B,LSOA
E01001583,Greenwich 021C,LSOA
E01001584,Greenwich 021D,LSOA
E01001585,Greenwich 016B,LSOA
E01001586,Greenwich 016C,LSOA
E01001587,Greenwich 016D,LSOA
E01001588,Greenwich 012A,LSOA
E01001589,Greenwich 012B,LSOA
E01001590,Greenwich 014A,LSOA
E01001591,Greenwich 012C,LSOA
E01001592,Greenwich 014B,LSOA
E01001593,Greenwich 014C,LSOA
E01001594,Greenwich 014D,LSOA
E01001595,Greenwich 012D,LSOA
E01001596,Greenwich 032A,LSOA
E01001597,Greenwich 031A,LSOA
E01001598,Greenwich 031B,LSOA
E01001599,Greenwich 032B,LSOA
E01001600,Greenwich 032C,LSOA
E01001601,Greenwich 032D,LSOA
