WardName,WardCode,MajorText,MinorText,LookUp_BoroughName,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401
Gipsy Hill,E05014103,Theft,Other Theft,Lambeth,10.0,8.0,1.0,13.0,9.0,8.0,6.0,9.0,8.0,8.0,11.0,19.0,10.0,7.0,9.0,9.0,7.0,12.0,11.0,7.0,11.0,10.0,6.0,12.0,11.0,5.0,8.0,13.0,7.0,8.0,12.0,13.0,8.0,2.0,5.0,2.0,11.0,7.0,5.0,4.0,9.0,6.0,9.0,2.0,2.0,4.0,6.0,9.0,7.0,5.0,9.0,9.0,11.0,7.0,8.0,2.0,7.0,8.0,5.0,15.0,9.0,9.0,13.0,19.0,5.0,7.0,5.0,6.0,8.0,4.0,8.0,7.0,6.0,12.0,6.0,7.0,6.0,14.0,5.0,2.0,9.0,6.0,1.0,5.0,3.0,7.0,4.0,5.0,3.0,6.0,9.0,6.0,6.0,6.0,7.0,8.0,9.0,9.0,6.0,5.0,2.0,10.0,5.0,3.0,4.0,7.0,5.0,7.0,8.0,4.0,4.0,3.0,6.0,5.0,8.0,6.0,7.0,10.0,1.0,2.0,5.0,4.0,1.0,9.0,3.0,4.0,4.0,6.0,10.0,2.0,3.0,7.0,7.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Selsdon Vale & Forestdale,E05011481,Burglary,Domestic Burglary,Croydon,0.0,1.0,2.0,2.0,5.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,10.0,9.0,4.0,4.0,3.0,1.0,6.0,3.0,4.0,3.0,1.0,6.0,5.0,2.0,0.0,2.0,1.0,3.0,6.0,5.0,1.0,5.0,1.0,4.0,4.0,10.0,5.0,4.0,5.0,5.0,3.0,2.0,8.0,4.0,24.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,6.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Plaistow West & Canning Town East,E05013920,Burglary,Domestic Burglary,Newham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,3.0,7.0,5.0,5.0,9.0,11.0,8.0,8.0,6.0,6.0,4.0,7.0,4.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0
Streatham Hill West & Thornton,E05014114,Robbery,Robbery of Business Property,Lambeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palace & Hurlingham,E05013744,Robbery,Robbery of Business Property,Hammersmith and Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Welsh Harp,E05013513,Robbery,Robbery of Business Property,Brent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
Northcote,E05014016,Theft,Shoplifting,Wandsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0
Hackbridge,E05013759,Theft,Other Theft,Sutton,2.0,4.0,3.0,3.0,1.0,9.0,8.0,8.0,5.0,3.0,3.0,5.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,7.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,7.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Roundwood,E05013509,Burglary,Domestic Burglary,Brent,18.0,18.0,7.0,9.0,12.0,13.0,10.0,12.0,8.0,15.0,10.0,15.0,5.0,21.0,12.0,15.0,9.0,14.0,20.0,11.0,24.0,53.0,20.0,25.0,23.0,11.0,7.0,8.0,12.0,12.0,14.0,10.0,20.0,15.0,6.0,14.0,6.0,4.0,11.0,17.0,6.0,13.0,8.0,14.0,17.0,8.0,8.0,7.0,7.0,7.0,5.0,6.0,5.0,10.0,9.0,11.0,2.0,3.0,5.0,6.0,5.0,9.0,7.0,5.0,5.0,3.0,4.0,10.0,10.0,2.0,9.0,7.0,4.0,6.0,3.0,1.0,10.0,6.0,3.0,3.0,8.0,6.0,5.0,4.0,6.0,9.0,13.0,7.0,11.0,12.0,9.0,6.0,6.0,12.0,8.0,9.0,9.0,4.0,13.0,13.0,12.0,6.0,8.0,7.0,4.0,10.0,6.0,8.0,5.0,6.0,6.0,5.0,10.0,10.0,7.0,4.0,8.0,8.0,3.0,4.0,1.0,6.0,8.0,13.0,13.0,5.0,9.0,8.0,6.0,6.0,12.0,7.0,7.0,5.0,10.0,7.0,8.0,10.0,9.0,7.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Cathall,E05013883,Theft,Shoplifting,Waltham Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0
College Park & Old Oak,E05013736,Theft,Bicycle Theft,Hammersmith and Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,1.0,1.0,1.0,4.0,7.0,2.0,6.0,5.0,0.0,3.0,3.0,2.0,5.0,3.0,9.0,8.0,7.0,9.0,5.0,4.0,4.0,0.0
Chapel End,E05013884,Theft,Theft from Person,Waltham Forest,0.0,5.0,4.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,0.0,5.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,5.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,3.0,6.0,4.0,1.0,2.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,6.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,5.0,0.0,2.0,5.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,1.0,4.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,7.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,6.0,0.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,7.0,1.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
St James's,E05013806,Robbery,Robbery of Personal Property,Westminster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,42.0,38.0,49.0,63.0,60.0,61.0,37.0,74.0,87.0,69.0,76.0,86.0,74.0,70.0,91.0,105.0,83.0,107.0,65.0,55.0,83.0,102.0,74.0
Biggin Hill,E05013989,Burglary,Burglary Business and Community,Bromley,5.0,3.0,4.0,1.0,3.0,0.0,5.0,3.0,9.0,6.0,4.0,3.0,2.0,0.0,10.0,5.0,6.0,5.0,1.0,6.0,4.0,4.0,2.0,5.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,7.0,4.0,1.0,4.0,1.0,6.0,2.0,2.0,5.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Ladywell,E05013725,Theft,Other Theft,Lewisham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,23.0,17.0,8.0,15.0,12.0,19.0,9.0,20.0,22.0,13.0,22.0,20.0,18.0,16.0,13.0,16.0,14.0,14.0,27.0,28.0,14.0,21.0,21.0
Abbey,E05014053,Robbery,Robbery of Business Property,Barking and Dagenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0
Syon & Brentford Lock,E05013627,Theft,Other Theft,Hounslow,14.0,6.0,14.0,11.0,13.0,12.0,6.0,7.0,9.0,15.0,21.0,14.0,10.0,15.0,11.0,19.0,8.0,21.0,9.0,14.0,7.0,12.0,10.0,8.0,10.0,10.0,15.0,16.0,11.0,8.0,5.0,13.0,5.0,10.0,9.0,6.0,14.0,10.0,9.0,6.0,7.0,5.0,9.0,5.0,5.0,9.0,10.0,6.0,9.0,9.0,7.0,10.0,7.0,10.0,7.0,4.0,11.0,5.0,11.0,11.0,8.0,11.0,9.0,11.0,6.0,5.0,4.0,8.0,9.0,10.0,4.0,8.0,16.0,7.0,16.0,9.0,15.0,11.0,12.0,8.0,12.0,9.0,2.0,13.0,13.0,10.0,10.0,8.0,5.0,11.0,12.0,10.0,13.0,11.0,7.0,11.0,8.0,12.0,8.0,9.0,4.0,15.0,9.0,12.0,8.0,9.0,8.0,13.0,7.0,13.0,16.0,14.0,8.0,8.0,8.0,10.0,14.0,8.0,10.0,9.0,12.0,15.0,9.0,9.0,6.0,9.0,2.0,5.0,9.0,5.0,10.0,11.0,5.0,6.0,11.0,14.0,8.0,6.0,11.0,6.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
Cricklewood,E05013634,Burglary,Burglary Business and Community,Barnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,7.0,1.0,7.0,2.0,2.0,4.0,3.0,3.0,5.0
North Hanwell,E05013529,Theft,Bicycle Theft,Ealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
