WardName,WardCode,MajorText,MinorText,LookUp_BoroughName,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401
Crook Log,E05011223,Burglary,Burglary Business and Community,Bexley,2.0,2.0,4.0,0.0,1.0,3.0,2.0,5.0,0.0,5.0,0.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,1.0,7.0,6.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,2.0,0.0,2.0,4.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,9.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,6.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,6.0,3.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
East Sheen,E05013775,Theft,Bicycle Theft,Richmond upon Thames,5.0,5.0,9.0,2.0,3.0,4.0,3.0,5.0,0.0,4.0,2.0,0.0,1.0,4.0,4.0,2.0,3.0,1.0,11.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,7.0,6.0,6.0,1.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,7.0,6.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,6.0,5.0,9.0,5.0,2.0,0.0,1.0,2.0,3.0,5.0,6.0,2.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,5.0,6.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0,2.0,1.0,4.0,5.0,7.0,7.0,12.0,23.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
St Helier,E05013824,Theft,Theft from Person,Merton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0
Pimlico North,E05013802,Burglary,Domestic Burglary,Westminster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,4.0,2.0,2.0,3.0,7.0,5.0,8.0,8.0,3.0,6.0,1.0,6.0,6.0,4.0,4.0,7.0,18.0,4.0,2.0,2.0,5.0,4.0
Spitalfields & Banglatown,E05009333,Theft,Shoplifting,Tower Hamlets,18.0,12.0,10.0,12.0,17.0,14.0,16.0,13.0,9.0,8.0,11.0,21.0,9.0,23.0,15.0,17.0,14.0,7.0,18.0,10.0,8.0,14.0,10.0,12.0,10.0,18.0,6.0,11.0,10.0,5.0,10.0,4.0,9.0,11.0,10.0,12.0,7.0,17.0,9.0,8.0,6.0,13.0,14.0,13.0,7.0,7.0,5.0,10.0,10.0,7.0,20.0,10.0,15.0,9.0,9.0,10.0,13.0,16.0,11.0,8.0,11.0,14.0,19.0,15.0,20.0,13.0,14.0,7.0,16.0,7.0,9.0,16.0,22.0,32.0,26.0,21.0,13.0,23.0,27.0,27.0,26.0,22.0,26.0,14.0,10.0,15.0,12.0,21.0,27.0,22.0,23.0,20.0,14.0,13.0,14.0,13.0,13.0,23.0,12.0,12.0,18.0,15.0,10.0,13.0,9.0,15.0,10.0,13.0,9.0,17.0,14.0,19.0,13.0,10.0,19.0,15.0,19.0,13.0,10.0,9.0,7.0,7.0,12.0,21.0,12.0,12.0,15.0,14.0,11.0,7.0,4.0,4.0,5.0,10.0,9.0,3.0,8.0,12.0,17.0,15.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
Forest Hill,E05013722,Burglary,Burglary Business and Community,Lewisham,7.0,11.0,22.0,6.0,12.0,2.0,3.0,4.0,3.0,2.0,0.0,3.0,4.0,7.0,8.0,7.0,5.0,3.0,5.0,6.0,6.0,8.0,23.0,17.0,15.0,9.0,5.0,6.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,13.0,2.0,4.0,6.0,2.0,5.0,4.0,2.0,6.0,6.0,4.0,6.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,2.0,3.0,6.0,12.0,4.0,5.0,3.0,0.0,1.0,3.0,1.0,4.0,1.0,7.0,5.0,2.0,24.0,1.0,5.0,4.0,1.0,1.0,2.0,4.0,7.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,6.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,4.0,0.0,5.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
St Edward's,E05013983,Theft,Theft from Person,Havering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,37.0,19.0,18.0,10.0,23.0,11.0,12.0,6.0,18.0,16.0,16.0,19.0,27.0,20.0,13.0,20.0,20.0,16.0,16.0,10.0,25.0,19.0,14.0
Oval,E05014108,Robbery,Robbery of Business Property,Lambeth,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Junction,E05013707,Theft,Theft from Person,Islington,4.0,4.0,4.0,8.0,6.0,5.0,6.0,3.0,6.0,7.0,2.0,6.0,7.0,10.0,10.0,11.0,6.0,5.0,9.0,11.0,9.0,7.0,6.0,5.0,5.0,9.0,14.0,9.0,8.0,3.0,12.0,12.0,4.0,13.0,11.0,6.0,8.0,6.0,4.0,7.0,9.0,5.0,9.0,9.0,4.0,9.0,21.0,17.0,14.0,8.0,13.0,14.0,4.0,16.0,7.0,1.0,15.0,12.0,8.0,10.0,13.0,17.0,9.0,8.0,6.0,9.0,9.0,7.0,17.0,15.0,5.0,3.0,8.0,10.0,36.0,9.0,1.0,14.0,9.0,18.0,8.0,6.0,13.0,10.0,21.0,53.0,28.0,71.0,64.0,85.0,54.0,43.0,29.0,26.0,12.0,12.0,8.0,10.0,7.0,15.0,26.0,20.0,8.0,8.0,8.0,4.0,7.0,12.0,6.0,14.0,5.0,8.0,7.0,7.0,10.0,9.0,9.0,15.0,11.0,7.0,5.0,6.0,2.0,5.0,1.0,8.0,9.0,7.0,4.0,6.0,3.0,6.0,10.0,3.0,5.0,8.0,11.0,8.0,13.0,13.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Highbury,E05013704,Theft,Shoplifting,Islington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0,5.0,1.0,4.0,3.0,2.0,6.0,5.0,5.0,3.0,3.0,4.0,3.0
Mottingham,E05014000,Burglary,Domestic Burglary,Bromley,6.0,4.0,7.0,12.0,9.0,11.0,17.0,7.0,16.0,19.0,3.0,10.0,8.0,15.0,8.0,5.0,4.0,5.0,7.0,9.0,8.0,17.0,12.0,7.0,5.0,7.0,12.0,3.0,7.0,10.0,5.0,4.0,6.0,10.0,9.0,7.0,14.0,15.0,11.0,10.0,3.0,8.0,8.0,8.0,8.0,9.0,18.0,13.0,17.0,12.0,5.0,10.0,9.0,6.0,10.0,4.0,3.0,3.0,3.0,6.0,7.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,9.0,2.0,3.0,7.0,7.0,6.0,6.0,2.0,4.0,7.0,6.0,13.0,12.0,8.0,7.0,6.0,0.0,4.0,4.0,6.0,3.0,5.0,5.0,7.0,11.0,9.0,7.0,10.0,3.0,4.0,4.0,8.0,1.0,6.0,5.0,8.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,8.0,13.0,10.0,12.0,4.0,6.0,1.0,4.0,7.0,6.0,1.0,6.0,9.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,8.0,8.0,5.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Colindale South,E05013633,Burglary,Domestic Burglary,Barnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,21.0,9.0,22.0,14.0,9.0,10.0,8.0,9.0,4.0,7.0,7.0,6.0,5.0,7.0,4.0,6.0,7.0,4.0,4.0,6.0,9.0,9.0,7.0
Stonebridge,E05013510,Theft,Shoplifting,Brent,6.0,8.0,7.0,2.0,6.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,9.0,6.0,5.0,5.0,1.0,5.0,7.0,7.0,8.0,9.0,7.0,4.0,8.0,5.0,7.0,6.0,6.0,9.0,8.0,5.0,11.0,3.0,13.0,13.0,16.0,12.0,7.0,5.0,2.0,3.0,6.0,6.0,3.0,13.0,13.0,12.0,9.0,14.0,13.0,13.0,11.0,11.0,11.0,11.0,12.0,9.0,3.0,5.0,3.0,10.0,8.0,9.0,6.0,6.0,8.0,12.0,13.0,7.0,7.0,12.0,8.0,12.0,10.0,15.0,9.0,10.0,11.0,12.0,8.0,23.0,7.0,5.0,3.0,9.0,8.0,6.0,12.0,5.0,10.0,6.0,5.0,3.0,11.0,7.0,2.0,5.0,7.0,6.0,10.0,12.0,18.0,7.0,9.0,4.0,10.0,7.0,9.0,8.0,5.0,4.0,6.0,4.0,5.0,3.0,4.0,6.0,5.0,5.0,6.0,2.0,2.0,12.0,5.0,14.0,5.0,2.0,7.0,11.0,7.0,5.0,4.0,4.0,5.0,9.0,17.0,17.0,16.0,12.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Thamesfield,E05014022,Theft,Theft from Person,Wandsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,4.0,2.0,6.0,9.0,4.0,5.0,3.0,6.0,5.0,4.0,5.0,6.0,8.0,3.0,2.0,2.0,6.0,4.0,7.0,2.0,2.0,4.0
High Street,E05013891,Burglary,Burglary Business and Community,Waltham Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,5.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,5.0,2.0,6.0,3.0,2.0
Canons,E05013543,Theft,Shoplifting,Harrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0
Wallington South,E05013771,Theft,Shoplifting,Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,9.0,15.0,4.0,5.0,6.0,7.0,5.0,13.0,2.0,9.0,0.0,9.0,12.0,12.0,13.0,8.0,8.0,7.0,6.0,7.0,5.0,10.0
Northfield,E05013530,Burglary,Burglary Business and Community,Ealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0
Harrow on the Hill,E05013547,Theft,Theft from Person,Harrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,7.0,2.0,0.0,2.0,2.0,1.0
Elm Park,E05013969,Theft,Other Theft,Havering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,6.0,8.0,10.0,9.0,3.0,3.0,5.0,5.0,9.0,8.0,9.0,3.0,6.0,8.0,5.0,9.0,12.0,6.0,0.0,5.0,2.0,5.0
Clapham Common & Abbeville,E05014099,Theft,Bicycle Theft,Lambeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,6.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0
Spitalfields & Banglatown,E05009333,Burglary,Domestic Burglary,Tower Hamlets,5.0,6.0,3.0,5.0,4.0,12.0,5.0,8.0,9.0,6.0,11.0,12.0,7.0,8.0,9.0,5.0,4.0,8.0,7.0,2.0,5.0,6.0,3.0,2.0,0.0,10.0,5.0,3.0,5.0,3.0,7.0,3.0,8.0,7.0,1.0,5.0,6.0,12.0,14.0,10.0,9.0,7.0,3.0,9.0,4.0,7.0,4.0,5.0,1.0,6.0,3.0,6.0,3.0,7.0,6.0,4.0,7.0,7.0,7.0,0.0,9.0,8.0,1.0,4.0,2.0,4.0,6.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,7.0,8.0,5.0,7.0,8.0,3.0,7.0,7.0,11.0,6.0,7.0,5.0,12.0,12.0,5.0,5.0,4.0,4.0,7.0,9.0,6.0,7.0,8.0,12.0,17.0,20.0,19.0,9.0,12.0,18.0,17.0,9.0,6.0,10.0,9.0,7.0,5.0,10.0,14.0,10.0,14.0,10.0,7.0,11.0,8.0,5.0,13.0,3.0,4.0,8.0,4.0,9.0,6.0,10.0,10.0,7.0,8.0,13.0,16.0,11.0,4.0,7.0,10.0,7.0,9.0,8.0,7.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
Hayes Town,E05013569,Burglary,Burglary Business and Community,Hillingdon,6.0,8.0,6.0,7.0,7.0,7.0,4.0,9.0,7.0,11.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,7.0,7.0,2.0,5.0,5.0,14.0,5.0,1.0,9.0,8.0,6.0,4.0,4.0,4.0,2.0,8.0,3.0,6.0,10.0,8.0,4.0,8.0,6.0,4.0,7.0,4.0,3.0,5.0,8.0,8.0,4.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,4.0,4.0,6.0,0.0,3.0,3.0,9.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,1.0,5.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,6.0,2.0,9.0,1.0,7.0,2.0,4.0,6.0,4.0,9.0,1.0,0.0,1.0,7.0,4.0,2.0,5.0,2.0,5.0,7.0,5.0,2.0,2.0,8.0,1.0,3.0,3.0,4.0,0.0,4.0,4.0,6.0,3.0,4.0,3.0,5.0,2.0,0.0,4.0,7.0,0.0,4.0,6.0,2.0,6.0,3.0,6.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Yiewsley,E05013584,Burglary,Burglary Business and Community,Hillingdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,0.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0
Dalgarno,E05009394,Theft,Other Theft,Kensington and Chelsea,7.0,5.0,4.0,10.0,4.0,9.0,8.0,5.0,9.0,5.0,13.0,7.0,5.0,8.0,3.0,9.0,5.0,8.0,11.0,11.0,3.0,8.0,2.0,9.0,4.0,18.0,15.0,15.0,10.0,8.0,7.0,12.0,10.0,7.0,14.0,11.0,2.0,10.0,10.0,7.0,8.0,8.0,14.0,6.0,4.0,8.0,3.0,8.0,19.0,12.0,7.0,7.0,11.0,5.0,9.0,11.0,9.0,5.0,6.0,9.0,6.0,10.0,14.0,15.0,14.0,13.0,8.0,12.0,11.0,3.0,12.0,14.0,18.0,12.0,21.0,17.0,8.0,11.0,12.0,12.0,10.0,4.0,4.0,8.0,6.0,11.0,2.0,12.0,8.0,7.0,5.0,9.0,8.0,5.0,1.0,3.0,6.0,5.0,4.0,8.0,13.0,6.0,5.0,13.0,7.0,3.0,5.0,10.0,7.0,6.0,6.0,14.0,10.0,9.0,6.0,16.0,8.0,8.0,4.0,8.0,1.0,6.0,9.0,10.0,8.0,4.0,8.0,7.0,8.0,4.0,8.0,10.0,4.0,12.0,7.0,5.0,17.0,8.0,5.0,6.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
Highfield,E05013683,Burglary,Domestic Burglary,Enfield,11.0,11.0,3.0,7.0,2.0,3.0,6.0,12.0,14.0,12.0,6.0,12.0,11.0,12.0,8.0,5.0,5.0,11.0,11.0,17.0,13.0,13.0,12.0,12.0,9.0,10.0,4.0,2.0,7.0,6.0,9.0,14.0,9.0,12.0,10.0,7.0,4.0,10.0,6.0,2.0,13.0,6.0,9.0,10.0,11.0,13.0,17.0,8.0,6.0,12.0,11.0,9.0,5.0,5.0,14.0,13.0,13.0,10.0,7.0,12.0,6.0,15.0,7.0,1.0,4.0,6.0,13.0,9.0,11.0,2.0,10.0,9.0,4.0,3.0,10.0,5.0,4.0,5.0,5.0,9.0,12.0,5.0,4.0,9.0,2.0,3.0,4.0,4.0,2.0,5.0,8.0,16.0,7.0,10.0,6.0,6.0,14.0,7.0,13.0,5.0,10.0,5.0,7.0,10.0,12.0,8.0,5.0,7.0,4.0,5.0,5.0,6.0,5.0,6.0,8.0,19.0,10.0,6.0,9.0,7.0,3.0,4.0,1.0,4.0,7.0,8.0,10.0,14.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,7.0,4.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Churchfields,E05011238,Theft,Bicycle Theft,Redbridge,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Southgate,E05013692,Burglary,Domestic Burglary,Enfield,3.0,4.0,5.0,5.0,5.0,3.0,3.0,8.0,3.0,16.0,14.0,9.0,3.0,3.0,6.0,10.0,6.0,8.0,13.0,8.0,1.0,13.0,16.0,15.0,5.0,14.0,10.0,12.0,6.0,12.0,10.0,17.0,8.0,7.0,15.0,7.0,1.0,9.0,8.0,4.0,7.0,7.0,13.0,11.0,16.0,18.0,18.0,15.0,5.0,0.0,6.0,5.0,9.0,3.0,6.0,4.0,13.0,17.0,15.0,3.0,1.0,9.0,6.0,3.0,5.0,5.0,12.0,11.0,8.0,12.0,8.0,24.0,8.0,3.0,4.0,7.0,9.0,5.0,9.0,11.0,12.0,9.0,12.0,13.0,7.0,8.0,5.0,4.0,13.0,8.0,10.0,8.0,17.0,11.0,14.0,11.0,13.0,12.0,6.0,8.0,2.0,3.0,12.0,11.0,13.0,11.0,4.0,10.0,9.0,11.0,7.0,8.0,8.0,12.0,11.0,9.0,8.0,11.0,9.0,4.0,0.0,2.0,2.0,6.0,2.0,4.0,6.0,11.0,7.0,12.0,5.0,8.0,5.0,3.0,0.0,5.0,6.0,8.0,7.0,8.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
College Park & Old Oak,E05013736,Theft,Other Theft,Hammersmith and Fulham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,5.0,9.0,8.0,15.0,13.0,11.0,8.0,14.0,15.0,3.0,6.0,7.0,5.0,11.0,14.0,10.0,11.0,13.0,8.0,22.0,11.0,19.0
Coombe Vale,E05013933,Burglary,Domestic Burglary,Kingston upon Thames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,8.0,8.0,12.0,7.0,5.0,11.0,5.0,5.0,1.0,2.0,1.0,3.0
Kilburn,E05013503,Burglary,Domestic Burglary,Brent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,8.0,13.0,11.0,5.0,12.0,14.0,4.0,12.0,10.0,14.0,12.0,8.0,12.0,6.0,13.0,13.0,17.0,22.0,17.0,22.0,20.0,17.0,10.0
